monat,produkt,kostenstelle,plan_menge,ist_menge,plan_preis,ist_preis,variable_stueckkosten,fixkosten_produkt
2026-08,Schreibtisch Fix,Vertrieb Nord,40,39.0,220.0,232.1,110.0,3500
2025-03,Buerostuhl Basic,Vertrieb Online,80,81.0,120.0,112.47,70.0,3000
2025-08,Webcam HD,Vertrieb West,140,126.0,55.0,56.6,22.0,1100
2025-11,Dockingstation USB-C,Vertrieb Online,76,59.0,140.0,133.33,65.0,2200
2025-11,Schreibtischlampe LED,Vertrieb Online,180,213.0,38.0,40.44,14.0,800
2026-08,Buerostuhl Basic,Vertrieb West,80,83.0,120.0,121.6,70.0,3000
2026-06,Tastatur Mechanisch,Vertrieb Sued,100,114.0,95.0,97.67,42.0,1800
2025-01,Buerostuhl Premium,Vertrieb Nord,30,31.0,350.0,353.88,180.0,6000
2026-12,Monitor 27 Zoll,Vertrieb Ost,60,69.0,280.0,299.72,160.0,4000
2026-05,Dockingstation USB-C,Vertrieb Nord,76,60.0,140.0,136.71,65.0,2200
2026-06,Schreibtischlampe LED,Vertrieb West,180,181.0,38.0,40.03,14.0,800
2025-06,Tastatur Mechanisch,Vertrieb West,100,121.0,95.0,93.98,42.0,1800
2026-07,Monitor 27 Zoll,Vertrieb West,60,53.0,280.0,272.09,160.0,4000
2025-02,Webcam HD,Vertrieb Sued,140,164.0,55.0,54.38,22.0,1100
2025-08,Schreibtisch Elektrisch,Vertrieb West,18,14.0,650.0,621.16,380.0,8000
2025-01,Schreibtisch Elektrisch,Vertrieb Sued,18,17.0,650.0,647.76,380.0,8000
2026-09,Schreibtischlampe LED,Vertrieb Sued,180,197.0,38.0,37.53,14.0,800
2025-05,Schreibtisch Fix,Vertrieb Sued,40,38.0,220.0,214.73,110.0,3500
2025-02,Buerostuhl Premium,Vertrieb Nord,30,29.0,350.0,343.46,180.0,6000
2026-09,Webcam HD,Vertrieb Ost,140,130.0,55.0,58.37,22.0,1100
2026-05,Monitor 32 Zoll Curved,Vertrieb Sued,24,704.0,480.0,504.06,270.0,5000
2025-05,Headset Business,Vertrieb West,120,117.0,75.0,71.11,32.0,1600
2025-12,Buerostuhl Basic,Vertrieb Online,80,80.0,120.0,120.26,70.0,3000
2025-10,Schreibtisch Elektrisch,Vertrieb Nord,18,15.0,650.0,630.9,380.0,8000
2026-12,Schreibtischlampe LED,Vertrieb Online,180,177.0,38.0,39.08,14.0,800
2026-07,Tastatur Mechanisch,Vertrieb Sued,100,99.0,95.0,88.72,42.0,1800
2026-10,Buerostuhl Basic,Vertrieb Nord,80,81.0,120.0,122.33,70.0,3000
2025-09,Schreibtisch Fix,Vertrieb Sued,40,39.0,220.0,211.63,110.0,3500
2025-12,Webcam HD,Vertrieb Online,140,131.0,55.0,53.41,22.0,1100
2025-12,Tastatur Wireless,Vertrieb Ost,240,216.0,45.0,44.91,18.0,1200
2025-07,Schreibtisch Fix,Vertrieb Ost,40,41.0,220.0,215.15,110.0,3500
2025-09,Schreibtisch Fix,Vertrieb Online,40,33.0,220.0,214.68,110.0,3500
2026-03,Buerostuhl Ergonomic,Vertrieb Sued,18,20.0,550.0,558.75,290.0,7000
2026-12,Schreibtisch Elektrisch,Vertrieb Sued,18,16.0,650.0,623.99,380.0,8000
2025-09,Webcam HD,Vertrieb Ost,140,145.0,55.0,59.91,22.0,1100
2025-12,Schreibtisch Elektrisch,Vertrieb Nord,18,15.0,650.0,749.7,380.0,8000
2026-09,Buerostuhl Premium,Vertrieb Ost,30,31.0,350.0,355.94,180.0,6000
2026-08,Monitor 32 Zoll Curved,Vertrieb Online,24,26.0,480.0,468.11,270.0,5000
2025-04,Schreibtisch Fix,Vertrieb Online,40,39.0,220.0,234.69,110.0,3500
2026-02,Monitor 24 Zoll,Vertrieb Online,70,77.0,180.0,178.55,100.0,2500
2025-08,Monitor 32 Zoll Curved,Vertrieb Ost,24,22.0,480.0,463.93,270.0,5000
2026-12,Headset Business,Vertrieb Online,120,120.0,75.0,80.74,32.0,1600
2025-02,Tastatur Wireless,Vertrieb Sued,240,263.0,45.0,46.89,18.0,1200
2025-07,Headset Business,Vertrieb Online,120,113.0,75.0,84.23,32.0,1600
2026-07,Buerostuhl Basic,Vertrieb Nord,80,81.0,120.0,111.93,70.0,3000
2026-06,Buerostuhl Ergonomic,Vertrieb West,18,18.0,550.0,517.85,290.0,7000
2025-07,Buerostuhl Basic,Vertrieb Nord,80,73.0,120.0,116.47,70.0,3000
2025-12,Webcam HD,Vertrieb Ost,140,129.0,55.0,58.55,22.0,1100
2025-04,Buerostuhl Ergonomic,Vertrieb Ost,18,17.0,550.0,515.26,290.0,7000
2025-02,Maus Wireless,Vertrieb Ost,280,298.0,28.0,29.7,10.0,900
2025-06,Tastatur Mechanisch,Vertrieb Nord,100,98.0,95.0,95.25,42.0,1800
2025-05,Tastatur Mechanisch,Vertrieb Ost,100,97.0,95.0,97.32,42.0,1800
2025-06,Schreibtisch Elektrisch,Vertrieb Nord,18,17.0,650.0,714.49,380.0,8000
2025-03,Schreibtischlampe LED,Vertrieb West,180,199.0,38.0,39.4,14.0,800
2025-11,Schreibtisch Elektrisch,Vertrieb Ost,18,18.0,650.0,583.43,380.0,8000
2026-01,Buerostuhl Ergonomic,Vertrieb Sued,18,16.0,550.0,539.09,290.0,7000
2025-02,Monitor 32 Zoll Curved,Vertrieb Online,24,25.0,480.0,475.47,270.0,5000
2025-10,Tastatur Wireless,Vertrieb Ost,240,211.0,45.0,47.5,18.0,1200
2026-07,Monitor 24 Zoll,Vertrieb West,70,77.0,180.0,179.25,100.0,2500
2025-04,Schreibtisch Fix,Vertrieb Nord,40,44.0,220.0,215.65,110.0,3500
2025-04,Maus Wireless,Vertrieb West,280,215.0,28.0,27.56,10.0,900
2025-05,Buerostuhl Premium,Vertrieb Online,30,28.0,350.0,345.05,180.0,6000
2025-01,Monitor 24 Zoll,Vertrieb Nord,70,2397.0,180.0,184.59,100.0,2500
2025-08,Maus Wireless,Vertrieb Online,280,224.0,28.0,27.59,10.0,900
2025-03,Buerostuhl Premium,Vertrieb Online,30,27.0,350.0,336.88,180.0,6000
2025-10,Dockingstation USB-C,Vertrieb West,76,66.0,140.0,137.61,65.0,2200
2025-06,Dockingstation USB-C,Vertrieb Nord,76,87.0,140.0,146.8,65.0,2200
2025-06,Schreibtischlampe LED,Vertrieb Sued,180,185.0,38.0,39.69,14.0,800
2025-10,Webcam HD,Vertrieb Sued,140,131.0,55.0,55.13,22.0,1100
2026-10,Schreibtisch Elektrisch,Vertrieb Nord,18,17.0,650.0,704.39,380.0,8000
2025-11,Monitor 27 Zoll,Vertrieb Ost,60,47.0,280.0,281.54,160.0,4000
2025-11,Monitor 32 Zoll Curved,Vertrieb Ost,24,23.0,480.0,449.99,270.0,5000
2025-05,Schreibtisch Elektrisch,Vertrieb Nord,18,12.0,650.0,701.39,380.0,8000
2025-06,Monitor 32 Zoll Curved,Vertrieb Online,24,24.0,480.0,514.92,270.0,5000
2025-03,Dockingstation USB-C,Vertrieb Nord,76,80.0,140.0,140.59,65.0,2200
2026-09,Tastatur Mechanisch,Vertrieb Ost,100,96.0,95.0,97.52,42.0,1800
2025-03,Buerostuhl Ergonomic,Vertrieb Online,18,,550.0,537.79,290.0,7000
2025-01,Buerostuhl Premium,Vertrieb Ost,30,24.0,350.0,365.89,180.0,6000
2026-08,Monitor 27 Zoll,Vertrieb Sued,60,59.0,280.0,288.61,160.0,4000
2025-06,Buerostuhl Ergonomic,Vertrieb Sued,18,18.0,550.0,549.5,290.0,7000
2026-03,Headset Business,Vertrieb Nord,120,120.0,75.0,85.98,32.0,1600
2026-12,Maus Wireless,Vertrieb Sued,280,270.0,28.0,28.88,10.0,900
2026-11,Monitor 27 Zoll,Vertrieb Nord,60,59.0,280.0,288.75,160.0,4000
2025-05,Buerostuhl Premium,Vertrieb West,30,,350.0,313.13,180.0,6000
2026-07,Schreibtischlampe LED,Vertrieb West,180,193.0,38.0,36.38,14.0,800
2025-02,Headset Business,Vertrieb Ost,120,117.0,75.0,74.52,32.0,1600
2025-08,Monitor 27 Zoll,Vertrieb Sued,60,66.0,280.0,275.38,160.0,4000
2025-09,Buerostuhl Premium,Vertrieb Online,30,33.0,350.0,345.96,180.0,6000
2026-03,Buerostuhl Basic,Vertrieb Nord,80,89.0,120.0,119.44,70.0,3000
2026-12,Headset Business,Vertrieb Nord,120,128.0,75.0,72.44,32.0,1600
2026-07,Schreibtisch Elektrisch,Vertrieb Ost,18,20.0,650.0,671.84,380.0,8000
2025-09,Monitor 27 Zoll,Vertrieb Ost,60,56.0,280.0,273.41,160.0,4000
2025-07,Schreibtisch Fix,Vertrieb Sued,40,37.0,220.0,203.48,110.0,3500
2026-05,Webcam HD,Vertrieb Nord,140,148.0,55.0,55.91,22.0,1100
2025-01,Tastatur Mechanisch,Vertrieb Online,100,92.0,95.0,89.26,42.0,1800
2026-11,Webcam HD,Vertrieb Online,140,135.0,55.0,57.02,22.0,1100
2026-12,Tastatur Wireless,Vertrieb West,240,241.0,45.0,49.72,18.0,1200
2026-09,Buerostuhl Ergonomic,Vertrieb West,18,16.0,550.0,579.54,290.0,7000
2025-02,Buerostuhl Basic,Vertrieb Ost,80,76.0,120.0,122.59,70.0,3000
2025-08,Dockingstation USB-C,Vertrieb Online,76,71.0,140.0,139.41,65.0,2200
2025-10,Buerostuhl Basic,Vertrieb Online,80,102.0,120.0,126.08,70.0,3000
2025-03,Tastatur Wireless,Vertrieb Nord,240,264.0,45.0,47.18,18.0,1200
2026-06,Monitor 24 Zoll,Vertrieb Sued,70,70.0,180.0,195.4,100.0,2500
2026-11,Dockingstation USB-C,Vertrieb Sued,76,81.0,140.0,150.73,65.0,2200
2025-09,Tastatur Wireless,Vertrieb Sued,240,217.0,45.0,44.3,18.0,1200
2026-07,Maus Wireless,Vertrieb Ost,280,296.0,28.0,27.62,10.0,900
2025-06,Schreibtischlampe LED,Vertrieb Ost,180,181.0,38.0,36.25,14.0,800
2025-04,Tastatur Wireless,Vertrieb West,240,220.0,45.0,44.24,18.0,1200
2025-12,Buerostuhl Ergonomic,Vertrieb West,18,17.0,550.0,591.85,290.0,7000
2026-05,Dockingstation USB-C,Vertrieb Online,76,63.0,140.0,142.38,65.0,2200
2025-04,Headset Business,Vertrieb Ost,120,120.0,75.0,72.46,32.0,1600
2025-01,Webcam HD,Vertrieb Ost,140,134.0,55.0,56.03,22.0,1100
2025-02,Monitor 32 Zoll Curved,Vertrieb West,24,20.0,480.0,456.11,270.0,5000
2025-05,Webcam HD,Vertrieb Online,140,130.0,55.0,59.92,22.0,1100
2025-08,Headset Business,Vertrieb Sued,120,110.0,75.0,66.63,32.0,1600
2026-03,Buerostuhl Basic,Vertrieb Online,80,91.0,120.0,119.92,70.0,3000
2025-02,Maus Wireless,Vertrieb Sued,280,301.0,28.0,28.56,10.0,900
2026-11,Monitor 27 Zoll,Vertrieb West,60,57.0,280.0,300.21,160.0,4000
2025-02,Schreibtischlampe LED,Vertrieb Ost,180,187.0,38.0,35.46,14.0,800
2025-02,Tastatur Mechanisch,Vertrieb Online,100,96.0,95.0,100.0,42.0,1800
2025-06,Schreibtischlampe LED,Vertrieb Nord,180,185.0,38.0,35.15,14.0,800
2026-04,Maus Wireless,Vertrieb Sued,280,271.0,28.0,26.68,10.0,900
2026-09,Dockingstation USB-C,Vertrieb Nord,76,,140.0,148.42,65.0,2200
2026-01,Monitor 24 Zoll,Vertrieb Ost,70,68.0,180.0,184.55,100.0,2500
2025-12,Monitor 32 Zoll Curved,Vertrieb West,24,23.0,480.0,452.58,270.0,5000
2025-12,Buerostuhl Ergonomic,Vertrieb Nord,18,17.0,550.0,542.66,290.0,7000
2026-12,Dockingstation USB-C,Vertrieb Sued,76,83.0,140.0,138.28,65.0,2200
2026-01,Schreibtisch Fix,Vertrieb West,40,33.0,220.0,233.56,110.0,3500
2025-08,Monitor 27 Zoll,Vertrieb Ost,60,65.0,280.0,290.79,160.0,4000
2026-02,Tastatur Wireless,Vertrieb West,240,227.0,45.0,44.89,18.0,1200
2026-06,Monitor 32 Zoll Curved,Vertrieb West,24,24.0,480.0,449.61,270.0,5000
2026-06,Tastatur Mechanisch,Vertrieb Nord,100,95.0,95.0,94.43,42.0,1800
2026-03,Tastatur Wireless,Vertrieb West,240,208.0,45.0,45.97,18.0,1200
2025-02,Schreibtisch Elektrisch,Vertrieb West,18,21.0,650.0,582.6,380.0,8000
2026-09,Monitor 24 Zoll,Vertrieb Online,70,59.0,180.0,178.99,100.0,2500
2025-10,Webcam HD,Vertrieb Ost,140,133.0,55.0,57.43,22.0,1100
2025-01,Schreibtisch Elektrisch,Vertrieb Ost,18,16.0,650.0,630.4,380.0,8000
2025-02,Dockingstation USB-C,Vertrieb Sued,76,74.0,140.0,132.16,65.0,2200
2026-03,Schreibtisch Fix,Vertrieb Sued,40,40.0,220.0,220.5,110.0,3500
2025-01,Dockingstation USB-C,Vertrieb Online,76,81.0,140.0,137.48,65.0,2200
2025-06,Webcam HD,Vertrieb Nord,140,122.0,55.0,53.0,22.0,1100
2026-06,Monitor 27 Zoll,Vertrieb Ost,60,73.0,280.0,284.87,160.0,4000
2026-08,Monitor 32 Zoll Curved,Vertrieb Sued,24,24.0,480.0,465.11,270.0,5000
2026-12,Buerostuhl Premium,Vertrieb Nord,30,33.0,350.0,351.33,180.0,6000
2026-12,Schreibtisch Fix,Vertrieb Nord,40,40.0,220.0,224.2,110.0,3500
2025-05,Buerostuhl Ergonomic,Vertrieb Online,18,21.0,550.0,566.31,290.0,7000
2025-05,Buerostuhl Ergonomic,Vertrieb West,18,20.0,550.0,543.88,290.0,7000
2025-01,Tastatur Wireless,Vertrieb Online,240,245.0,45.0,46.2,18.0,1200
2026-10,Headset Business,Vertrieb West,120,110.0,75.0,75.0,32.0,1600
2026-01,Monitor 24 Zoll,Vertrieb Sued,70,72.0,180.0,169.03,100.0,2500
2026-09,Monitor 32 Zoll Curved,Vertrieb Online,24,24.0,480.0,503.62,270.0,5000
2026-04,Schreibtischlampe LED,Vertrieb Nord,180,155.0,38.0,-36.99,14.0,800
2025-09,Schreibtisch Fix,Vertrieb Ost,40,41.0,220.0,216.17,110.0,3500
2026-08,Monitor 27 Zoll,Vertrieb West,60,66.0,280.0,298.05,160.0,4000
2025-06,Maus Wireless,Vertrieb Sued,280,284.0,28.0,33.05,10.0,900
2025-12,Monitor 27 Zoll,Vertrieb Online,60,60.0,280.0,277.98,160.0,4000
2026-10,Monitor 32 Zoll Curved,Vertrieb Online,24,23.0,480.0,506.07,270.0,5000
2026-10,Buerostuhl Premium,Vertrieb Ost,30,30.0,350.0,326.38,180.0,6000
2026-12,Webcam HD,Vertrieb Ost,140,122.0,55.0,53.16,22.0,1100
2026-10,Monitor 24 Zoll,Vertrieb Nord,70,65.0,180.0,184.99,100.0,2500
2026-04,Tastatur Wireless,Vertrieb Ost,240,192.0,45.0,44.7,18.0,1200
2026-06,Buerostuhl Premium,Vertrieb Sued,30,29.0,350.0,337.05,180.0,6000
2025-08,Maus Wireless,Vertrieb Nord,280,,28.0,29.11,10.0,900
2026-03,Headset Business,Vertrieb Online,120,125.0,75.0,71.21,32.0,1600
2025-04,Monitor 24 Zoll,Vertrieb Sued,70,75.0,180.0,177.84,100.0,2500
2026-02,Dockingstation USB-C,Vertrieb Online,76,76.0,140.0,146.57,65.0,2200
2025-01,Schreibtischlampe LED,Vertrieb Online,180,179.0,38.0,39.16,14.0,800
2025-08,Tastatur Mechanisch,Vertrieb Online,100,105.0,95.0,94.83,42.0,1800
2025-10,Tastatur Wireless,Vertrieb Nord,240,234.0,45.0,45.12,18.0,1200
2026-10,Dockingstation USB-C,Vertrieb West,76,83.0,140.0,143.52,65.0,2200
2025-12,Monitor 27 Zoll,Vertrieb Sued,60,57.0,280.0,276.24,160.0,4000
2026-11,Tastatur Wireless,Vertrieb West,240,206.0,45.0,44.42,18.0,1200
2025-02,Buerostuhl Ergonomic,Vertrieb Ost,18,20.0,550.0,527.95,290.0,7000
2025-05,Schreibtischlampe LED,Vertrieb Nord,180,174.0,38.0,40.86,14.0,800
2026-05,Schreibtisch Fix,Vertrieb Online,40,39.0,220.0,229.39,110.0,3500
2025-04,Tastatur Wireless,Vertrieb Nord,240,222.0,45.0,41.33,18.0,1200
2025-06,Tastatur Wireless,Vertrieb Sued,240,245.0,45.0,43.49,18.0,1200
2025-10,Schreibtischlampe LED,Vertrieb West,180,162.0,38.0,38.69,14.0,800
2026-11,Monitor 32 Zoll Curved,Vertrieb Nord,24,,480.0,461.34,270.0,5000
2025-06,Schreibtisch Elektrisch,Vertrieb Sued,18,16.0,650.0,719.42,380.0,8000
2026-10,Monitor 24 Zoll,Vertrieb Ost,70,73.0,180.0,178.7,100.0,2500
2026-02,Dockingstation USB-C,Vertrieb West,76,70.0,140.0,134.02,65.0,2200
2026-04,Schreibtisch Elektrisch,Vertrieb West,18,18.0,650.0,633.1,380.0,8000
2025-12,Schreibtischlampe LED,Vertrieb Nord,180,163.0,38.0,41.15,14.0,800
2026-06,Maus Wireless,Vertrieb Sued,280,357.0,28.0,-30.28,10.0,900
2025-09,Buerostuhl Premium,Vertrieb Ost,30,29.0,350.0,357.17,180.0,6000
2026-12,Buerostuhl Premium,Vertrieb Ost,30,32.0,350.0,319.71,180.0,6000
2026-01,Headset Business,Vertrieb Sued,120,123.0,75.0,79.11,32.0,1600
2026-03,Tastatur Mechanisch,Vertrieb Ost,100,95.0,95.0,92.19,42.0,1800
2025-04,Schreibtisch Elektrisch,Vertrieb Online,18,17.0,650.0,640.7,380.0,8000
2026-07,Webcam HD,Vertrieb Nord,140,,55.0,53.48,22.0,1100
2026-02,Monitor 32 Zoll Curved,Vertrieb Ost,24,24.0,480.0,476.88,270.0,5000
2026-08,Buerostuhl Premium,Vertrieb Ost,30,33.0,350.0,343.32,180.0,6000
2025-10,Headset Business,Vertrieb West,120,138.0,75.0,75.24,32.0,1600
2026-10,Monitor 27 Zoll,Vertrieb Nord,60,49.0,280.0,257.68,160.0,4000
2025-12,Tastatur Mechanisch,Vertrieb Ost,100,90.0,95.0,94.89,42.0,1800
2026-09,Buerostuhl Ergonomic,Vertrieb Online,18,16.0,550.0,526.64,290.0,7000
2026-07,Schreibtisch Fix,Vertrieb Ost,40,41.0,220.0,199.58,110.0,3500
2025-02,Schreibtischlampe LED,Vertrieb West,180,8370.0,38.0,40.32,14.0,800
2025-06,Tastatur Wireless,Vertrieb Online,240,285.0,45.0,45.62,18.0,1200
2026-09,Schreibtisch Fix,Vertrieb West,40,44.0,220.0,205.26,110.0,3500
2025-12,Buerostuhl Basic,Vertrieb West,80,74.0,120.0,119.98,70.0,3000
2026-05,Maus Wireless,Vertrieb Online,280,265.0,28.0,30.36,10.0,900
2026-05,Tastatur Wireless,Vertrieb Nord,240,256.0,45.0,46.9,18.0,1200
2025-03,Monitor 32 Zoll Curved,Vertrieb Online,24,27.0,480.0,464.16,270.0,5000
2025-12,Headset Business,Vertrieb West,120,122.0,75.0,73.17,32.0,1600
2026-03,Monitor 32 Zoll Curved,Vertrieb Online,24,23.0,480.0,499.34,270.0,5000
2025-07,Headset Business,Vertrieb Nord,120,114.0,75.0,64.11,32.0,1600
2026-06,Buerostuhl Basic,Vertrieb Online,80,82.0,120.0,117.07,70.0,3000
2025-09,Webcam HD,Vertrieb West,140,136.0,55.0,54.65,22.0,1100
2025-08,Headset Business,Vertrieb Nord,120,132.0,75.0,77.86,32.0,1600
2025-03,Monitor 24 Zoll,Vertrieb West,70,85.0,180.0,180.13,100.0,2500
2025-08,Monitor 24 Zoll,Vertrieb Ost,70,65.0,180.0,172.18,100.0,2500
2025-03,Webcam HD,Vertrieb Online,140,167.0,55.0,55.9,22.0,1100
2025-05,Monitor 27 Zoll,Vertrieb Online,60,64.0,280.0,275.73,160.0,4000
2026-01,Headset Business,Vertrieb Ost,120,125.0,75.0,81.36,32.0,1600
2026-05,Buerostuhl Basic,Vertrieb Ost,80,84.0,120.0,130.56,70.0,3000
2025-02,Buerostuhl Premium,Vertrieb Ost,30,25.0,350.0,313.61,180.0,6000
2025-04,Webcam HD,Vertrieb Online,140,155.0,55.0,59.09,22.0,1100
2026-07,Tastatur Mechanisch,Vertrieb Nord,100,101.0,95.0,97.55,42.0,1800
2025-10,Maus Wireless,Vertrieb Nord,280,297.0,28.0,26.1,10.0,900
2026-02,Schreibtisch Fix,Vertrieb Nord,40,40.0,220.0,215.78,110.0,3500
2026-06,Buerostuhl Basic,Vertrieb Ost,80,79.0,120.0,129.74,70.0,3000
2025-08,Webcam HD,Vertrieb Ost,140,155.0,55.0,58.37,22.0,1100
2026-09,Headset Business,Vertrieb West,120,138.0,75.0,75.15,32.0,1600
2026-11,Monitor 24 Zoll,Vertrieb West,70,64.0,180.0,176.66,100.0,2500
2026-10,Monitor 24 Zoll,Vertrieb Sued,70,59.0,180.0,178.85,100.0,2500
2026-08,Schreibtisch Fix,Vertrieb Online,40,37.0,220.0,198.29,110.0,3500
2026-05,Headset Business,Vertrieb Online,120,93.0,75.0,82.34,32.0,1600
2025-06,Monitor 32 Zoll Curved,Vertrieb West,24,1071.0,480.0,447.2,270.0,5000
2026-04,Schreibtischlampe LED,Vertrieb West,180,170.0,38.0,37.41,14.0,800
2025-12,Schreibtisch Elektrisch,Vertrieb Ost,18,18.0,650.0,638.88,380.0,8000
2025-01,Schreibtisch Elektrisch,Vertrieb Online,18,18.0,650.0,635.91,380.0,8000
2026-12,Schreibtisch Fix,Vertrieb West,40,36.0,220.0,215.48,110.0,3500
2026-11,Schreibtischlampe LED,Vertrieb Online,180,182.0,38.0,37.93,14.0,800
2026-05,Monitor 24 Zoll,Vertrieb Ost,70,62.0,180.0,166.68,100.0,2500
2026-02,Tastatur Wireless,Vertrieb Nord,240,239.0,45.0,42.08,18.0,1200
2025-09,Schreibtisch Elektrisch,Vertrieb Nord,18,17.0,650.0,619.43,380.0,8000
2026-08,Buerostuhl Basic,Vertrieb Sued,80,71.0,120.0,119.79,70.0,3000
2025-09,Dockingstation USB-C,Vertrieb Nord,76,80.0,140.0,149.11,65.0,2200
2025-08,Buerostuhl Ergonomic,Vertrieb Sued,18,17.0,550.0,533.59,290.0,7000
2025-11,Monitor 32 Zoll Curved,Vertrieb Nord,24,26.0,480.0,468.8,270.0,5000
2026-02,Monitor 32 Zoll Curved,Vertrieb Nord,24,23.0,480.0,504.83,270.0,5000
2025-10,Schreibtisch Fix,Vertrieb Sued,40,36.0,220.0,228.76,110.0,3500
2025-01,Buerostuhl Ergonomic,Vertrieb Nord,18,18.0,550.0,503.27,290.0,7000
2026-01,Headset Business,Vertrieb Online,120,115.0,75.0,76.16,32.0,1600
2025-08,Buerostuhl Ergonomic,Vertrieb West,18,12.0,550.0,504.73,290.0,7000
2025-01,Maus Wireless,Vertrieb Online,280,246.0,28.0,29.43,10.0,900
2025-07,Maus Wireless,Vertrieb Ost,280,314.0,28.0,30.07,10.0,900
2026-07,Buerostuhl Ergonomic,Vertrieb Ost,18,18.0,550.0,577.17,290.0,7000
2025-12,Tastatur Wireless,Vertrieb Online,240,251.0,45.0,43.0,18.0,1200
2026-05,Dockingstation USB-C,Vertrieb Sued,76,78.0,140.0,147.24,65.0,2200
2025-06,Buerostuhl Basic,Vertrieb Nord,80,71.0,120.0,119.81,70.0,3000
2026-12,Webcam HD,Vertrieb Sued,140,153.0,55.0,53.74,22.0,1100
2026-03,Buerostuhl Premium,Vertrieb Online,30,26.0,350.0,345.4,180.0,6000
2025-05,Monitor 32 Zoll Curved,Vertrieb Online,24,22.0,480.0,478.58,270.0,5000
2025-07,Tastatur Wireless,Vertrieb West,240,269.0,45.0,46.8,18.0,1200
2025-06,Monitor 32 Zoll Curved,Vertrieb Ost,24,21.0,480.0,473.37,270.0,5000
2025-07,Dockingstation USB-C,Vertrieb Sued,76,93.0,140.0,142.91,65.0,2200
2025-04,Dockingstation USB-C,Vertrieb Sued,76,70.0,140.0,125.79,65.0,2200
2025-11,Monitor 27 Zoll,Vertrieb Sued,60,63.0,280.0,291.03,160.0,4000
2025-11,Schreibtisch Fix,Vertrieb Sued,40,42.0,220.0,235.81,110.0,3500
2026-11,Maus Wireless,Vertrieb Sued,280,,28.0,27.22,10.0,900
2025-02,Buerostuhl Premium,Vertrieb Online,30,32.0,350.0,370.46,180.0,6000
2025-07,Headset Business,Vertrieb Ost,120,121.0,75.0,77.7,32.0,1600
2026-08,Schreibtischlampe LED,Vertrieb West,180,187.0,38.0,36.94,14.0,800
2025-04,Headset Business,Vertrieb Sued,120,136.0,75.0,77.33,32.0,1600
2026-08,Tastatur Mechanisch,Vertrieb Nord,100,91.0,95.0,99.77,42.0,1800
2025-07,Buerostuhl Premium,Vertrieb Ost,30,,350.0,320.74,180.0,6000
2025-11,Dockingstation USB-C,Vertrieb Nord,76,71.0,140.0,143.15,65.0,2200
2026-10,Schreibtisch Fix,Vertrieb Ost,40,39.0,220.0,224.79,110.0,3500
2026-12,Buerostuhl Ergonomic,Vertrieb Online,18,15.0,550.0,529.73,290.0,7000
2026-09,Webcam HD,Vertrieb Sued,140,117.0,55.0,58.02,22.0,1100
2026-12,Tastatur Wireless,Vertrieb Online,240,237.0,45.0,47.85,18.0,1200
2025-10,Buerostuhl Premium,Vertrieb Online,30,30.0,350.0,356.1,180.0,6000
2025-02,Monitor 24 Zoll,Vertrieb West,70,79.0,180.0,177.4,100.0,2500
2025-07,Buerostuhl Basic,Vertrieb Sued,80,68.0,120.0,123.41,70.0,3000
2025-12,Monitor 32 Zoll Curved,Vertrieb Online,24,22.0,480.0,477.27,270.0,5000
2025-05,Schreibtisch Fix,Vertrieb Ost,40,36.0,220.0,207.27,110.0,3500
2025-06,Headset Business,Vertrieb Ost,120,139.0,75.0,74.81,32.0,1600
2025-05,Monitor 27 Zoll,Vertrieb Sued,60,59.0,280.0,311.36,160.0,4000
2026-01,Buerostuhl Ergonomic,Vertrieb Online,18,21.0,550.0,513.69,290.0,7000
2025-07,Schreibtisch Elektrisch,Vertrieb Nord,18,16.0,650.0,652.76,380.0,8000
2026-07,Buerostuhl Ergonomic,Vertrieb Sued,18,19.0,550.0,517.69,290.0,7000
2026-03,Schreibtisch Fix,Vertrieb Online,40,33.0,220.0,233.02,110.0,3500
2025-03,Headset Business,Vertrieb Online,120,108.0,75.0,75.31,32.0,1600
2026-11,Schreibtischlampe LED,Vertrieb Nord,180,170.0,38.0,38.77,14.0,800
2026-05,Schreibtischlampe LED,Vertrieb Online,180,194.0,38.0,37.48,14.0,800
2025-12,Tastatur Mechanisch,Vertrieb Sued,100,86.0,95.0,90.09,42.0,1800
2025-03,Schreibtisch Elektrisch,Vertrieb Nord,18,18.0,650.0,712.56,380.0,8000
2026-01,Monitor 27 Zoll,Vertrieb Nord,60,61.0,280.0,290.14,160.0,4000
2025-01,Buerostuhl Basic,Vertrieb Sued,80,73.0,120.0,110.42,70.0,3000
2026-07,Dockingstation USB-C,Vertrieb Ost,76,,140.0,135.8,65.0,2200
2026-04,Monitor 27 Zoll,Vertrieb Nord,60,66.0,280.0,257.34,160.0,4000
2025-10,Monitor 24 Zoll,Vertrieb Sued,70,74.0,180.0,185.67,100.0,2500
2025-09,Monitor 32 Zoll Curved,Vertrieb Nord,24,22.0,480.0,464.78,270.0,5000
2025-09,Monitor 32 Zoll Curved,Vertrieb Sued,24,19.0,480.0,525.78,270.0,5000
2025-10,Monitor 27 Zoll,Vertrieb Online,60,62.0,280.0,287.06,160.0,4000
2026-07,Dockingstation USB-C,Vertrieb West,76,77.0,140.0,133.38,65.0,2200
2026-02,Monitor 32 Zoll Curved,Vertrieb West,24,21.0,480.0,491.93,270.0,5000
2026-02,Maus Wireless,Vertrieb West,280,294.0,28.0,29.89,10.0,900
